评论ID,分词结果
4559518597,这个 弹幕 根本 没法 看 如果 阿婆 主能 亲 一个 弹幕 就 好 了 有些 弹幕 反复 的 在 那里 杠害 得 我 也 不敢 开 弹幕 了
4555182213,注意 一下 这里 的 大专 指 的 是 大学生 专业 不是 现在 认为 是 那个 ww
4544459297,有没有 知道 辩论 的 小伙伴 可以 私信 我 一下 呀
4505014090,不是 资本 才 是
4506090719,资本 也 是 钱 阿
4551911951,资魔 怔 了
4503504525,辩论 的 意义 在于 掌握 话语权 谁 拥有 话语权 谁 就 可以 被 信服 这才 是 意义 所在
4498544754,钱 是 万恶之源 这句 话 难道 不是 大家 说 着 图 一乐 吗 哈哈哈哈 还是 得 看 人 啊
4488735998,这个 正方 吃亏 吧
4482666196,相 声
4469516774,各位 有没有 看过 讲 知行合一 相关 的 辩论 可不可以 推荐 一个 给 在 下
4461105730,逻辑 结构 举止 表达 知识 内涵 思辨 立破 的 能力 与 深广 实在 是 令人 佩服 感觉 自己 当初 就是 个 傻子
4453518916,大专 是 我 这个 大专 吗
4816175770,不是
4444045157,太强了
4431137671,提摩太前 书 的 和 合 本原 句 是 : 贪财 是 万恶 之根 有人 贪恋 钱财 就 被 引诱 离 了 真道 用 许多 愁苦 把 自己 刺透 了 ( 提摩太前 书 6 : 10 和 合本 ) 所以 1 . 财没 问题 问题 是 贪财 贪财 便 被 引诱 离开 信仰 2 . 根和源 呢 不是 一个 意思 这句 经文 根 的 英文 是 root 根会 发出 许多 的 恶根 和源 不是 一个 意思 只要 经文 解释 清楚 了 这个 辩题 题目 就解 了 好 啦 我 是 基督徒 在 这里 强答 一波
4443840134,跟 原文 其实 不太有 关系 这个 辩题 里 的 源 解释 成和根 一样 的 意思 也 是 说 得 通 的
4444687320,回复 : 嗯 嗯 我 是 超过 这个 题目 来 讨论 这个 问题
4428851843,辩论 玩 的 就是 偷换概念 如果 异方 没有 察觉到 这一 陷阱 并 指正 出来 那 这场 辩论赛 哪方 赢 已经 很 明显 了 如果 异方 察觉出 能 反 将 一军 高涨 我方 士气 挫败 敌方 士气 那才 叫 高
4426150245,钱 是 被 创造 出来 的 不是 源头 但是 可以 无限 放大 源头 到 一定 的 时候 可以 替代 源头
4426057501,我 怎么 觉 的 他们 读 的 科目 和 这个 辩论赛 出入 那么 大 的 呀
4424878870,有人 把 我 传送 到 了 这里 我 看 了 一会 有点 看不下去 我 始终 感觉 这个 辩题 本身 就 有 问题 知足常乐 不 知足常乐 钱 这 玩意 愣 是 要说 对 和 错 总 感觉 有点 扯 双方 都 跟 有 道理 的 发言 再 加上 我 又 始终 觉得 哪来 不 对 的 感觉 让 我 脑袋 涨
4428332529,辩论 不 分 对错 的 本质 上 就是 说服 评委 不用 在意 辩题 是 什么
4424400814,六年 后 我 来 了
4421314956,辩论 好像 就 玩 一下 真正 深究 原因 得 研究 几十年
4412117319,我 读书 的 时候 作文 老师 只教 辩论 文会 不会 就是 当年 辩论赛 盛行 的 影响
4408114359,真正 的 抬杠 啊
4394214717,不看 弹幕 是 b 站 的 传统 可以 学习 各种 知识 是 b 站 的 优势
4393168309,就算 万是 一切 从 蝴蝶效应 上 来说 钱 也 是 万恶之源 ( 蝴蝶效应 : 一只 南美洲 亚马逊河 流域 热带雨林 中 的 蝴蝶 偶尔 扇动 几下 翅膀 可以 在 两周 以后 引起 美国 得克萨斯州 的 一场 龙卷风 其 原因 就是 蝴蝶 扇动翅膀 的 运动 导致 其 身边 的 空气 系统 发生变化 并 产生 微弱 的 气流 而 微弱 的 气流 的 产生 又 会 引起 四周 空气 或 其他 系统 产生 相应 的 变化 由此 引起 一个 连锁反应 最终 导致 其他 系统 的 极大 变化
4390643916,谁 看 弹幕 谁 是 李连应
4389120006,可是 这场 比赛 明显 四辩 的 发言 力挽狂澜 啊
4387442117,看 弹幕 的 全是 乡巴佬
4383224033,我 投 了 一个 币 发现 没红 然后 又 投 一个 结果 发现 原来 他 是 可以 无限 投币 啊
4373566934,水平 差不多 但是 马来西亚 一二三 辫真 恶心
4394295306,? ?
4426372475,急 了
4507951815,你 是 对 的 ^ ^
5147289145,? ? ?
4367820624,第二点 钱能 使 黑 的 变成 白 的 玷污 人们 的 精神 那 还是 和 刚刚 的 问题 一样 权力 和 地位 不会 吗 归根到底 不 还是 人们 对于 这些 东西 的 把 控 不 到位 吗 那 刀 可以 杀人 也 可以 切菜 你 能 埋怨 刀 太坏 了 显然 不行
4367801238,我刚 开始 看 听到 对方 一辩 第一个 点里 有 这样 一句 话 钱 的 效益 无限性 和 占有 有限性 的 矛盾 让 它 变成 了 万恶之源 那 权力 和 阶级 地位 是不是 也 有 效应 无限性 和 占有 有限性 的 矛盾 呢 那 是不是 可以 论证 权利 和 地位 也 是 万恶之源
4358582815,事实上 正方 可以 将 反方 驳得 一句 话 都 说不出来 只要 将 成功 的 定义 延伸 为 对 人生价值 的 实现 那 反方 的 所有 例子 都 可以 为 正方 服务
4364284785,哥 你 走 错 片场 了 这 是 金钱 那场
4426372842,你 尴尬 不
4339770795,不 知道 我 的 弹幕 发了 下次 再 看 就 看不到 了 是 怎么回事 谁 知道
4333595810,为啥 都 说 中文
4495583178,马来西亚人 也 有 不少 华人华侨 请 自行 了解
4328195594,也许 题目 改成 欲望 是不是 万恶之源 会 更 公平
4328188096,金钱 只是 欲望 的 一种
4328200571,不过 欲望 应该 就是 万恶之源 吧
4427073874,辩 金钱 是 能 赢 的 资本 确实 是 万恶之源
4322335564,作文 素材
4318534651,哪有 完整版 有些 发言 对不上 点 总 感觉 有 删减
4318530849,余磊 的 发言 看上去 来势汹汹 气场 十足 其实 有些 没什么 逻辑 可言
4297158395,好家伙 老师 让 来看 的
4294585418,想 问下 性善论 性恶论 可以 作为 辩论 观点 吗 辞藻 华丽 会 降分 吗 是 气势 重要 还是 逻辑 重要
4294049348,在 这场 比赛 之前 国内 的 辩论 圈有 很 严重 的 把 演讲 和 辩论 混淆 在 一起 的 风气 这种 风气 事实上 弱化 了 辩论 的 立场 与 逻辑 一昧 追求 华丽 的 词藻 和 高尚 的 理论 这场 比赛 之后 这种 看似 正确 实则 荒谬 的 风气 才 得到 纠正 尽管 武大 未能 夺冠 但 从 长远 来说 这场 比赛 对 国内 辩论 圈 益处 无穷 如果 这场 比赛 武大 真的 夺冠 了 尽管 有 一时 的 荣誉 但 国内 辩论 圈 必将 彻底 陷入 这 股 不正之风
4293893000,来看
4282012366,2021 年 了
4278296459,正方 我 问 你 如果 不是 为了 钱 现在 很多 搞 黄色 的 网站 如同 洪水猛兽 一般 你 又 能 如何 解释 呢 反方 但 还有 很多 搞 黄色 的 网站 免费送 福利 呢 正方 你 告诉 我 是 哪个 反方 等会加 我 好友 发给你
4275474396,单从 辩论 技巧 口才 等 得分 感觉 奖 应该 颁 给 正方 反方 的 由于 辩题 的 优势 以 一票 侥幸获胜 还是 要 进一步 磨练 辩论 技巧 才 是
4412203584,扯淡 好 吗 余磊 第一 回合 说 的 都 啥 玩意儿 说 家暴 是因为 钱 这种 鬼话 你 信 吗 万恶之源 和 万万不能 的 万字 竟然 不是 一个 意思 他 拿 对方 副词 和 形容词 类比 来 驳斥 这 合适 吗 辩论 技巧 的话 也 是 反方 更 强硬 的 好 吧
4427084493,正方 本来 有 赢得 机会 的 其实 他 深入 挖掘 就 可以 发现 各种 罪恶 背后 都 有 金钱 资本 的 参与 但 结果 却是 不停 地 在 那个 概念 上 钻牛角尖 徘徊不前
4471615799,回复 : 我 只是 从 一个 旁观者 的 角度 去 看 这场 辩论赛 我 觉得 说话 流利 声音洪亮 吐字 清晰 引导性 强 观众 有 代入 感是 为 口才好 至于 说 学术 上 的话 难道 要求 每个 观众 都 是 专业人士 吗
4471621497,回复 : 不管 如何 我 还是 很 敬佩 的
4471665143,回复 : 抱歉 票 是 评委 投 的 真 跟 观众 没关系 不是 引导 学术 上 的 什么 的 巴拉巴 拉 我 一个 最近 才 对 辩论 感兴趣 的 门外汉 都 觉得 反方 必赢 还有 说 一大堆 排比句 一大堆 歇后语 不 代表 有 口才 袁丁 那 一套 明显 就是 被 稿子 就是 因为 这场 比赛 大陆 辩论 才 更 注重 于 逻辑
4471963094,回复 : 你 可以 看看 新国辩 复刻 了 这个 辩题 周玄毅 和 陈铭 同样 打 这个 观点 但 从 不同 的 角度 出发 赢 了
4472215522,回复 : 谢谢 但 我 可能 没 机会 看
4270808577,太牛 逼 了 饱读 诗书 口才 和 文化 内涵 都 无懈可击 栋梁之才
4270612972,的确 反方 说服力 更强 可能 有 辩题 优势 吧
4264583258,马来亚 大学 yyds
4261090584,脑子 停机 了
4258691306,今天 语文 老师 为了 讲 辩论 稿 给 我们 看 惹 不得不 说真的 太精彩 了
4252479670,正方 好难 好 吃亏 啊 这个 辩题 真的 是 但是 实力 好强 袁丁 和 余磊 都 太 厉害 了
4247332487,找点 辩论 看吧 结果 看到 这个 完全 看不下去 了 看似 有 文化 读书 多 张口 外国 爹 闭口 外国 爹 都 是 背 稿子 状态 复读机 而已 没有 任何 自我 思辨 说 的 全是 拾人牙慧 的 东西 不是 说 不能引用 而是 说 她 只会 引用 引用 了 也 组织 不 起来 一个 相辅相成 的 基本 观念 所以 这个 视频 我 只能 评价 为 白面书生 拾人牙慧 寻章摘句 的 傀儡 说 着 牛 逼 的 稿子 回头 就 去 做 三陪 的 货色
4241147990,刚 上课 的 时候 看到 讲台 上 的 周帅 又 点开 这个 视频 看到 青涩 的 周帅 真的 是 感慨万千
129967435232,他 是 什么 专业 任教
4238625141,只能 说 太 厉害 了
4215533613,万恶之源 不是 恶 这个 观点
4205135245,看 完 这个 视频 再 看 今年 的 辩论 视频 突然 感觉 索然无味 两边 真的 都 是 太强了 虽然 反方 辩题 天然 优势 但是 让 我 最 深刻 地 还是 正方 一辩 那句 万恶之源 不 一定 是 恶 真的 很 精辟 了 我 觉得 这句 话 就 可以 反驳 反方 的 很多 例子
4180143985,弹幕 里 因为 口音 投 正方 真无语
4177245783,弹幕 别杠 了 01 年 的 时候 估计 你们 都 没 出生
4172682494,建议 关 弹幕
4172016416,墙头草 竟是 我 自己
4168186983,如果 万是 一切 那么 只要 举 一个 反例 正方 就 输 了 了 那 这 辩题 还 玩 啥 如果 不是 一切 指 很多 正方 赢
4167802694,好 厉害 好 厉害
4166080097,只能 说 正方 太 厉害 了 正方 的 论题 太难 了 反方 的 论题 优势 太 大
4154781175,人才 是 万恶之源
4141610627,这种 985 学校 的 文科生 大都 是 文理 都 非常 好 的
4139489494,这波 啊 这波 是 胡渐 彪 极限 守家
4121421351,钱 不是 万恶之源 万恶之源 是 人 ! 只有 人才 有恶 的 概念 ! 你 看 世界 万物 除了 人 还有 什么 会 有 恶 的 概念
4204944797,恶 这个 概念 又 从何而来
4117373014,结局 反转 有点 大 差点 错过 了 感觉 反方 说 的 没有 错 人 的 行为 决定 了 钱 的 善恶
4117124717,我 一般 说 不 别人 就 直接 上脚 了
4107341722,理工科 重 逻辑 开头 问 为何 都 是 理工科
4099106404,反方 的 结辩 太 绝了 有理有据 分点 讨论 逻辑 清晰 我 简直 震撼 一年
4099080901,这句 话 说 的 好 万恶之源 不是 恶 可惜 正方 四辩 没有 展开 应该 可以 解释 钱 是 恶 还是 贪是 恶 这 一 反方 质问
4095307178,从 人性 善恶 的 那个 辩论 过来 的 听 完 感觉 人性 才 是 万恶之源
4094488699,看 完 想起 一句 话 用 输赢 定义 他们 本身 就 太过 狭隘
4090040495,刚刚 看 完 18 年 的 华语 辩论 世界杯 弹幕 一直 说 要 来看 01 年 的 然后 我来 了 果然 是 脱稿 的 真的 都 很 精彩 我 这个 2021 年 的 评论 20 年 啊 01 年 我 才 出生 看到 人类 的 进步 不说 别的 画质 就 很 好 嗯 大专 大学生 专业 我 现在 就是 大专 文凭 现在 这个 社会 可以 说 是 最低 学历 我 一定 要 专升本 考教资 希望 下 一次 看 自己 评论 时 可以 是 一个 不 一样 的 自己
129211931472,升本 成功 了 嘛
4080054898,宇宙 大 爆炸 才 是 万恶之源
4129179391,也 是 百善 之源 善恶 一体 阴阳 双生
4050327364,老师 说好 要 给 我们 看 都 快 放假 了 才 看 了 五分钟 自己 动手 丰衣足食
4049371101,一直 有个 疑问 马来西亚 大学 辩论 队 是 中国 人 吗 为什么 不同 的 国家 还 能 在 一起 用 中文 辩论
5147355655,马来西亚 是 多 种族 国家 有 很多 华人华侨 也 有 以 华语 教学 的 学校 至于 为什么 不同 国家 可以 用 中文 辩论 虽然 我 不 太 了解 辩论 但是 这个 比赛 应该 是 国际 的 吧 所以 很多 国家 的 大学 都 能 参加
5149212789,回复 :
117939740304,回复 : 他们 都 是 马来西亚 华人 呀 母语 肯定 是 中文 比如 我
4044823848,学会 了 辩论 技巧 议论文 素材 get
4037643573,正方 发言 对面 2 号 玩家 昨天 我验 了 是 张狼牌 而且 已经 聊爆 了 居然 不去 踩 4 号 所以 四号 是 张狼牌 今晚 我 去验 1 号 女巫 记得 毒 了 3 号
4023376827,真的 一直 很 喜欢 辩论 但是 却 几乎 没 在 现实 中 接触 到 太 多 这样 的 东西 哎
4018227121,钱 其实 就是 象征物 的 载体 可是 没有 这个 载体 我们 的 物欲 依然 是 存在 的 由此可见 恶 的 根源 就是 我们 的 物欲 正方 说 到 如此 多 的 惊心 惨案 中外 史实 可 看 这些 事件 的 主角 那个 不是 心中 堆积 了 无数 的 恶 呢 有物 就 必定会 有 物欲 存在 以 我们 现在 的 社会 是 无法 做到 道德 全面 覆盖 我们 应该 做 的 是 让 更 多 的 人 认识 的 物质 不是 一切 更 追求 那 思想 的 殿堂 精神 的 世界 而 不是 将 恶 归结 于物 照这么说 是 消除 物 还是 要 消除 物欲 呢 不 针对 任何人 仅 对 该 辩题 发表 观点 毕竟 评论 区 就是 讨论 的
4006039203,正方 已经 很 厉害 了
3991125593,拉克丝 集合
3982887256,周玄毅 哈哈 现在 已经 是 有名 的 公职 了 看来 钱 确实 不是 万恶之源 他 自己 论证 了
4104624313,啥时候 成公知 了
4113399939,回复 : 都 被 众多 大 V 挂 出来 公开 处刑 了 具体 时间段 就是 芳芳 写日记 最火 的 期间
4113686939,回复 : 能 指 一下 路 吗 哪里 说 了
4114064898,回复 : 我 去 给 你 搜 一下 吧 去年 的 事情 了
4114073613,回复 : 谢谢
3970304138,突然 脑补 评论员 根据 谁 能够 胜出 也 展开 了 一场 辩论 哈哈哈
3967013521,说 说 个人 的 看法 我 觉得 好 的 辩题 很 难得 这 显然 不是 一个 足够 好 的 辩题 用 这类 习语 当 题目 最 容易 出现 尴尬 和 生硬 的 情况 因为 众所周知 它们 有 很 强烈 的 感情 色彩 是 一种 通过 夸大 的 方式 去 表现 情感 倾向 的 载体 这 哪分 对错 呢 当然 把 话 说 明白 反方 就 没有 必要 继续 辩论 了 因为 没有 批驳 的 必要 了 辩论 是 一种 游戏 如果 正方 把 辩题 限制 在 合理 的 原生 含义 上 游戏 就 已经 结束 了 所以 只能 立场 极端化 试图 抛开 习语 的 渊源 和 目的 试图 从 理性 上 说明 金钱 是 万恶之源 这 本事 就是 不合理 的 强行 的 如果 非要 来 那 唯二 的 方法 就是 在 万字 和 源 字 上 下功夫 事实上 在 这里 纠结 万 完全 没有 意义 语言 词句 的 用法 和 含义 具有 很强 的 延展性 字典 里 不会 把 所有 情境 下 语意 的 变通 都 写 下来 非得 用 理性 的 东西 去 套 感性 的 东西 真 可谓 一团乱麻 唯一 有 意义 的 交锋 点 就是 源 然而 好 的 辩题 应该 有 很多 对抗 的 点 不然 岂 不成 拉锯战 连 新鲜 意见 和 论据 都 没有 不仅 毫无意义 还 惹 人 生厌
3965835496,委屈 本来 武大 的 论题 就 不 占优势
3960520423,感谢 高中语文 老师 切实 让 我们 感受 到 了 语文 的 魅力 辩论 百闻不如一见 百见 不如 一 干 有 兴趣 自然 喜欢 感谢 贾老师
3956689302,文采 真 好
3956689463,武大
3946555561,我 投 武汉大学
3945134967,原来 墙头草 竟是 我 自己
3915409196,辩题 对 正方 太 不利 了 没 办法
3910429860,马来西亚 口音 听 着 别扭
3899546233,有 辩论 兴趣 的 同学 可以 加 QQ 群 964704382 一起 约 辩
3892561608,整场 看 下来 一点 都 不 乏味
3892495364,美国 躺 了 好多 枪
3887005600,看 了 只有 一个 想法 我 就是 一个 墙头草
3884545006,台上 辩论 议题 台下 辩论 辩论 的 意义
3876798127,今天 语文课 上课 看 的
3872897155,第一次 看 这种 辩论赛 看得 我 热血沸腾 高手 过招 太强了
3863899848,这 不是 完整版 的 都 删 了 差不多 三分之一 了
3863890257,只有 懂 辩论 的 才 知道 这 一场 反方 有多强 另外 这个 视频 是 被 裁减 过 的 里面 有 一部分 双方 的 论述 内容 被 删掉 了 所以 看起来 有点 不 完整
3847188017,双方 说 的 都 有 道理
3843327177,我 是 一名 辩手 你 只有 真正 打 过 辩论 你 才 知道 你 与 他人 的 差距 不是 一点半点
4023386789,台下 感觉 我 上 我 也 行 一上场 却 发现 话 都 不敢 讲
3843020918,武大 是 大专
3869793383,那个 大专 是 指 大学生 专业 辩论赛
3869975422,回复 : 啊 哈哈哈哈
3834625101,周玄毅
3831238155,反方 三辩 真的 是 个 牛批 的 人物
3829524627,看 完 之后 只有 一个 想法 我 是 墙头草
3823311344,我 没 参与 过 辩论 但是 参与 过 无 领导 讨论 有时候 两队 辩论 到 一半 正 激烈 没辩 出个 是非 考官 喊停 要 我们 立刻 转换 观点 我们 就要 再 站 在 对方 观点 上去 推翻 我们 之前 站 的 观点 就 很 滑稽 显得 很 精分 但是 没 办法
3823298481,大家 不要 说 什么 这是 诡辩 啊 还有 那个 小猫 小狗 的 你 没 说 啊 这 都 是 辩手 的 策略 因为 更 明显 那个 虐猫 虐狗 的 恶行 就是 与 钱 无关 余磊 也 肯定 知道 所以 他 刻意 回避 了 这里 不说 其实 辩手 未必 认同 他 分到 的 这个 观点 的 只是 因为 抽到 了 这个 就 必须 要 硬着头皮 找 论据 罢了
3820149086,辩才 都 强 可惜 辩题 本来 就是 对 反方 有利
3823026039,辩题 普遍 就 有 两方 优势 劣势 很难 找出 一个 完全 中性 的 辩题
3952582756,还 真 不 一定 正方 观点 关键在于 万恶 起源 可以 不止 一种 阿钱 只是 多种 恶 源头 的 一种 可以 理解 为 枪 是 万恶之源 房是 万恶之源 等等 毕竟 钱 是 万恶之源 又 没 说 是 钱 是 唯一 的 万恶之源
3812280234,给爷 冲
3808815483,这个 辩题 实在 是 不好 还 不如 辩论 人性本善 还是 性本恶
3823198524,93 年 已经 辩过 一次 了 怎么 可能 重复使用 标题 想 看 这个 辩论赛 的话 b 站 也 有
3805646496,那年 我 才 6 岁
3799852718,所以 万 是不是 全部 的 意思 我 觉得 谁 都 知道 万 其实 就 有 全部 的 意思 那 可能 把 世界 上 全部 的 罪恶 的 原因 都 归 给钱 吗 肯定 是 不 可能 的 因为 钱 诞生 之前 肯定 就 有 恶 了 所以 正方 的 概念 是 把 钱 是 万恶之源 变成 钱 是 许多 恶 的 原因 反方 则 是 要 把 钱 不是 万恶之源 变成 钱 不是 所有 恶 的 原因 这 两个 概念 是 可以 共存 的 但是 问题 是 钱 是 / 不是 万恶之源 所以 变成 了 争夺 而 不是 万 是 / 不是 全部 的 意思
3793297628,辩论 是 辨 不出 真理 的
3808944471,回复 : 所以 说 没卵用
3808948954,回复 : 看似 逻辑 缜密 实则 到处 是 漏洞
4908551633,您 多 厉害 呀 学历 有 本科 没 呀
3793256760,对于 一个 理智 的 人 来说 辩论 除了 训练 挑 问题 和 口才 的 能力 这种 非黑 即 白 的 对抗 毫无意义 正方 永远 是 正方 反方 永远 是 反方 交流 才 有 意义
3789799863,幸亏 正方 是 武大 的 汉派 强推 能 辩论 到 不分伯仲 已经 很 不错 了 只 可惜 正方 一辩 的 立论 框架 搭 的 不够 好
3789254162,高中 为了 写 议论文 就 来 学学 辩证 思维
3789061584,个人 不 喜欢 辩论 因为 辩论 总是 二元 对立 太 激烈 个人 不太 喜欢 这种 风格 还是 喜欢 中国式 的 探讨 统一 前提 下求 不同 角度 互相 印证
3786580041,过 两天 就要 辩论 律师 是否 为 犯人 辩护 了
3781186398,员 下面 不是 个 贝
3789725322,不是 贝员字 是 口 冖 人
3792855945,回复 : 谢谢 长 知识 了
3779707203,带磊 字 的 都 牛 逼 比如 涂磊 黄磊 等 而且 磊 这个 字 的 含义 相信 大家 也 都 知道
3779680498,好能 说 啊 去 谈恋爱 谈 一个 成 一个 啊
3774224218,看 了 想 喝水
3771727935,我 就 觉得 人 的 邪念 是 万恶之源 而 金钱 强化 了 这 一 邪念 使人 铤而走险 正反 从 文字 的 概念 举例 了 很多 恶性 的 例子 可 这些 恶性 的 例子 说到底 还是 为了 人 的 私心 邪念 而 服务 这 是 人 邪念 的 一种 表现 手段 而 手段 是 没有 好 与 坏 的 就 看 使用者 使用 的 方式 问题 还是 在于 使用者 自身
3769676380,这个 辩题 给 余磊 感觉 是 屈才 了 大量 时间 花 在 了 驳斥 对面 的 四个 问题 和 为 队友 创造 机会 上 留给 自己 的 时间 有点 少 个人感觉 多少 跟 辩题 本身 也 有点 关系 看 了 好几遍 了 有 的 时候 在 想 也许 能 听到 更 多 精彩 的 言论 也 说不定 呢 有 意外 的 惊喜 就 更好 了
3770699951,不过 他 那个 毒贩 不是 为了 钱 难道 还是 为 吸毒 的 人 服务 的 吗 那 他 干脆 免费 大 派送 好 了 实在 高光 一年 前 看 完 这场 我 印象 最深 就是 这句 于是 今天 来 回顾
3767752800,我 是 反方 我 支持 正方 的 观点
3764656595,我 感觉 直接 说源 就行了 啊 金钱 不能 为 根源 金钱 只是 产物 你 再 怎么 万 他 根本 就 不是 根源 怎么 是 呢 没 了解 瞎 讲 的
3764684154,还有 主辩 那边 钱 为什么 不 可以 既 是 这个 又 是 那个 呢 只 举例 证明 钱 有 善 的 作用 不能 消除 钱恶 的 作用 太 极端 了
3764809277,金钱 是 万恶之源 文学 角度 金钱 又 不是 万恶之源 逻辑 角度
3759635181,周玄毅 怎么 变成 现在 微博上 那 副 啥 比样 的
3759122749,语文 老师 给 我们 看 了 这 视频 真的 好强 啊 最 喜欢 余磊
3767185340,我们 今天 语文 老师 也 给 我们 放 了 特意 过来 看 完
3758855825,鬼才
3752338047,弹幕 真 low 看 的 是 口才 而 不是 所谓 的 谁 对 谁错 公孙龙 的 诡辩 都 是 错 的 但是 能 把 你 怼 的 哑口无言
3748692183,今天 辩论赛 我 说 的 磕磕巴巴 还断 了 脑子 想 的 完全 说不出来 提前准备 的 论点 也 表达 不清 太难受 了 我 好 自责
3750155801,摸摸头 下次 努力 噢 ( = = )
3751567594,回复 : 呜呜 呜 你 也 要 学习 奥
3746378710,想 问 一下 大佬 这 给 正方 怎么 辩会 比较 好 呢 感觉 有点 把握 不住 啊
3749046560,后来 打 了 一场 钱 是不是 万恶之源 老 僵尸 和 恐龙 复生
3745140210,真的 厉害 上午 语文 老师 给 我们 看 了 他们 辩论 的 成败论 英雄 也 超级 nb
3744958039,看 完 了 人才 是 万恶之源
3740294410,昨天 老师上课 给 我们 放 了 这个 耶
3743147344,巧 了
3736399735,反方 一辩 明显 逻辑 占优 啊 怎么 弹幕 还 开始 嘲笑 了 正方 一辩 下定义 只 说 了 现在 所 存有 的 影响 而 压根 忽略 了 源头 两个 字 反方 很 清楚 地 抓 到 了
3736438846,源头 不 等同 现存 的 影响 要 证明 有 a 才 有 b 只要 反方 举出 制度 作为 一个 c 说明 a 影响 c 才能 推导 b 这场 辩论 也 很 好 赢 其实 有 的 辩论 只要 不是 节目 效果 都 可以 给 双方 互相 交谈 下定义 的 环节 排除 一些 愚蠢 的 辩题
3736365754,我 看 了 这个 跟着 学 结果 人家 三辩 只 给 十五秒 完败
3733226908,谢谢 评论 区 的 提示 关 弹幕 保 智商
3732716007,大脑 跟本 跟不上 思路
3730741825,真正 是 万恶之源 的 是 私有制 啊 而 不是 钱 这个 工具
3730650973,这个 视频 初中 老师 有 给 我们 看过 现在 再 来看 一遍
3730096390,语文 老师 不让 开 弹幕 ...
3728258351,我们 班 将 进行 一场 辩论赛 我 先取 取经
3730910346,巧 了 我们 院 也 是
3731244867,回复 : 俺 也 一样
3725330167,袁丁 有点 猛
3724984206,人才 是 万恶之源 而且 这 两个 辩题 都 是 有 道理 的 就是 看 谁 的 气场 更足 谁 的 发言 更能 打动 评委 了
3724646181,我 现在 才 知道 为什么 诸子百家 这么 受 推
3723883231,万恶之源 不是 恶 而是 源 马克思主义 哲学 告诉 我们 意识 是 物质 在 人脑 中 的 能动 反映 无论 何时 出现 钱 作为 物质 载体 和 商品 的 同一 物 本质 来说 是 工具 而 真正 决定 其 去向 和 来路 的 是 使用 工具 的 人 ( 哈哈 当然 不是 工具 人 啦 工具 人 实质 上 是 受 资本 碾压 的 有 产出 劳动力 商品 的 劳动者 ) 今天 当 我们 谈论 人性 之本 的 时候 我们 在 谈些 什么 我 个人 认为 性之本 是 善 也 是 恶 这 两种 观点 并 没有 本质 冲突 但 更 推崇 性之恶 因为 性之善 对于 大多数 人 的 成长 历程 来说 是 一个 打破 美好 不断 质疑 的 过程 但 往往 很多 不幸 就 产生 于 此 了 而性 之恶 让 我们 在 最 开始 认清 人类 本质 的 同时 学会 去 保护 自己 在 恶之源 中 结出 善之果 这 是 不断 与 人类 本性 抗争 并且 具有 非常 价值 的 存在 知其 白守 其 黑 这 是 我 一生 不 渝 的 选择 站 在 万恶 本源 之恶处 守望 光明 之星芒 ( 忽然 发现 这个 问题 是 和 别人 探讨 碰撞 三观 的 好 元素 哈哈 ) ( )
3723952367,想要 补充 一些 东西 现实 物欲横流 因此 常需 独立思考 但是 真正 做到 有效 的 独立思考 要 积累 寻溯 于 思维 逻辑 的 不断 发展 和 充实 而 辩论 则 是 锻练 于 此 极为 有效 的 一种 方式 正反两方 一分为二 思辨 全面 立场 不同 不断深入 看 辩论 思而 学学 而思 丰富 自身 逻辑 体系 与 思维 的 深度 与 广度 化为 己用 新
3730747575,是 私有制 啊 而 不是 钱 钱 只是 工具 共产主义 社会 也 可以 有钱 这个 工具 存在
3723204961,反方 确实 逻辑 更强 而且 更 实在 更 有 说服力 正方 的确 有 文采 但是 相比之下 论述 地 有点 虚空 和 以偏概全 了 总之 这 一场 真是 神仙 打架
3723215574,还有 反方 四辩 真滴 牛 逼 爱 了
3721797272,最 垃圾 的 成为 了 最佳 辩手 牛 逼 正方 3 辨 的话 就 从来 没 在 逻辑 上 全是 以偏概全 用 一些 不 在 逻辑 上 的 谚语 和 俗语 强行 增强 气势 这 辩论 的 核心 也 完全 走 偏 了 一直 在 论 万 这个 字 有 什么 意思 应该 论 的 是 源 正方 的 核心 是 把 贪 和 钱 画 上 等于号 反方 的 核心 是 贪 和 钱 分开 来 这个 马来西亚 就 做 的 很 好 所有 赢 是 必然 的 还 3 比 25 比 0 都 是 应该 的
3730751659,键盘 侠 辩手 请 你 上台 辩
3994809961,老懂王 了
3721661752,写作 最佳 的 比喻 就是 把 蚂蚁 联想 成 大象 辩论 最佳 的 比喻 就是 把 大象 浓缩 成 蚂蚁
3717679037,之后 看
3704203481,古代 的 名家 就是 这样 吗
3700548403,顿觉 自己 平时 的 积累 的 太少 太少 了 巨佬 不愧 是 巨佬
3699937472,英雄 辩 看看 顺爽赛
3697966272,太强了 学废 了
3688163873,弹幕 里 有 几个 是 真正 上 过 辩论 赛场 的 难道 你 辩论 的 时候 还要 对 自己 的 立场 犹豫不定 说 什么 牵强附会 我 都 蒙 了
3686550842,我 觉得 钱 不 可能 是 万恶之源
3685562216,哈哈哈 神仙 打架
3678865196,弹幕 大部分 人 估计 都 没 打过 辩论赛
3671360168,01 年 我 才 出生
3670130971,就 这 毫无意义 职业 辩棍
3670842463,没 必要
