评论ID,分词结果
5241961632,etika 生前 遗憾 没有 看到 进击 的 巨人 结局 不 知道 如果 他 看到 了 会 是 什么 感受
5241685498,我 一直 认为 他 成为 了 巴蒂斯特
5262722874,卧槽 好像
5240928024,16 年 的 视频 出现 在 首页
5235665728,2021 前來 考古
5230858822,别玩 守望 先锋
5226502194,英雄 不朽
5154569356,我 是 怎么 翻 到 这个 老古董 的 第一次 看 这个 视频 还是 二级 号 哈哈哈
5159500302,四年 五级
5160253149,回复 : 嗯
5160865819,回复 : 我 两年
5340798630,回复 : 我 也 四年 5 级
5340929918,回复 : 白嫖怪 是 吧
5645261168,回复 : 五年 六级
5645394171,回复 :
5150788285,入 B 站 看 的 第一个 视频
5149496986,这个 世界 不 需要 守望 先锋
5349152143,守望 先锋 就 像 复仇者 联盟 一样 故事 走到 了 结局 也 该 结束 了
5148325053,现在 都 不 玩
5146981431,以前 别碰 守望 先锋 现在 别碰 守望 先锋
5122908339,视频 里 的 主播 已 去世 R . I . P
5109972537,想念 那个 夏天
5098246231,现在 守望 先锋 狗 都 不 玩
5270698237,对 啊 所以 不玩 的 都 是 狗 喽
5432223533,回复 : 顶级 语文 建议 复读
5083634444,我 认识 这个 人 他 后来 加入 了 守望 先锋
5072757339,因为 这个 视频 我 才 知道 守望 先锋 的 太 怀念 那个 时候 了
5072303434,谢谢 你 那年 夏天 给 我 带来 的 快乐 夏天 校园 守望 先锋 黑人 小哥 谢谢 你
5057174501,正在 前往 漓江 塔
5007401005,可惜 也 就 仅限 刚出 的 两年 真的 火出 圈 现在 真的 那个 都 不 玩
4993416149,再见 哥们 再见 小可 儿 再见 守望 先锋
4991923317,一路 走 好 兄弟
4949873261,他 说 的 果然 没错
4948313825,看 的 时候 我 小升初 现在 马上 高二 了 ow 是 我 喜欢 最久 的 游戏 希望 ow2 热度 能 有 1 的 一半
5055929390,2 什么 时候 会出
5062848025,回复 : 没有 说 多久 出 我 感觉 应该 是 明年
5155459462,回复 : 明年 也 不会 出 了 哎 ow 真的 是 一手 好牌 打得 稀烂
4915401688,再 听 一遍
4911345740,妙 啊
4907327643,5 年 了
4904639166,有 哪位 大佬 知道 怎么办 今天 回归 玩 守望 先锋 说 我 账号 缺少 守望 先锋 权限 我 明明 买 了 游戏 2018 年 买 的 游戏 数据 都 有
4969020772,暴雪 特色 联系 客服
4896889961,捏 麻麻 的 当初 就是 看 这个 视频 入 的 坑 结果 现在 天天 坐牢 不 知道 天国 的 这 哥们 看见 现在 的 ow 会 怎么 想
4829849510,哎 回不去 了
4833631083,回复 :
4820444897,4500
4795308445,中文 下次一定 英语 next time 葡萄牙语 Da prxima vez 日语 次 瑞典语 Nsta gng . 希腊语 . 意大利语 La prossima volta . 法语 la prochaine fois 越南语 Ln sau 中文 繁体 : 下次一定 文言文 下次 必 盘语 下次 盘盘 哲语 下 刺 一 腚 嘤 语 嘤 嘤 嘤 嘤 嘤 戴夫语 歪 比巴卜 卢语 得 得 得 得 得 得 .. 白 嫖 专用 逃跑 机 下方 点击 乘坐
4787607704,什么 时候 ow 变成 了 现在 这个 样子
4889884938,不 懂 就 问 现在 怎么 了
5218423749,回复 : 一年 没 更新 了
5280195196,回复 : 要出 2 了 不过 不 知道 啥时候 出
5281182339,回复 : 最近 官方 才 发布 的 消息 说 22 年 无望
5281779568,回复 : 草
4746032768,我 永远 喜欢 守望 先锋
4727619486,我 今天 才 买 守望 先锋 还是 贵 的 那 一版 兄弟 萌 我 算 伞兵 吗
5483180507,亏大 了 哪怕 你 是 在 铁拳 出 之前 买 的 都 能 体验 到 当时 的 氛围 现在 对不起 兄弟 你 真的 买 亏了 挺 难过 的
5797376054,我 也 是 今年 高考 完买 的 还 买 了 两个 号
4716889431,我 永远 喜欢 守望 先锋
4683655754,刚 开始 玩 守望 的 时候 打 竞技 有个 妹子 打 完后 加 我 虽然 输 了 但是 还是 说 我 玩 的 很 好 之后 便 理所应当 的 一起 玩 了 一年 多 她 年龄 也 就 20 来 岁 我 也 就 十多岁 但是 我们 依旧 关系 很 好 直到 高考 了 我 需要 一段时间 奋斗 但是 却 发现 她 再也 没有 上过 号 好友 也 从 20 多个 变成 了 100 个 之后 两年 多有 一两次 她 上 过线 我 问 她 是 为什么 不玩 了 他 却说 他 不是 号主 至今 我 现在 都 不 知道 她 是不是 把 号 送给 别人 了 又 或者 被盗 了 我 只是 希望 有 一天 如果 你 还 能 看见 我 的 评论 我 不 指望 你加 我 好友 只是 想 知道 你 是否 还 在 坚持 这个 游戏 科科 爱喝 雪碧 来自 Noa
4658938349,不 知道 为什么 一群 人 跟风 说 玩 ow 的 人 喜爱 就是 喜爱 没什么 不 可以 的
4649287370,英雄 不朽
4640762948,充实 了 黑名单
4634044310,2021 年 回忆 一下 当初 当初 玩 的 时候 看到 这个 视频 真的 好玩 哈哈哈 看 了 这个 视频 瞬间 回到 2016
4649425950,一样
4622034891,物是人非 事事 休
4622032750,5 周年 了
4620546162,这个 是不是 玩 光环 的 那个
4599814080,预言家
4589507970,预言家
4586419359,( 转 ) 这个 视频 可以 证明 当年 守望 先锋 是 有 多 火 了 ( ` )
4581956395,5 年 了 预购 玩家 刚刚 卸载 守望 先锋 暴雪 赶紧 死 吧
4571654809,现在 看着 这个 视频 我 又 想到 之前 快乐 的 时光
4570466820,守望 先锋 我 都 不 玩
4568793078,狗 都 不 玩
4571735842,你 冲 暴雪 啊 你 冲 ow 爪子
4578996020,回复 : 不好意思 激动 了
4598680460,回复 : 游戏 本身 是 没错 的 暴雪 才 nm 贱
4565294543,do not play overwatch
4564187774,正常 玩家 一般 都 不会 在 这 视频 底下 刷
4562983377,守望 先锋 也 RIP 了
4582555323,很 抱歉 的 告诉 你 并 没有 匹配 时间 反而 更 短 了
4620780792,回复 : 真的假 的 我 只 知道 风暴 英雄 乱斗 秒 排
4654839370,回复 : ei . 真的 能 秒 排 吗
4655511662,回复 : 等 几秒钟 就 可以 了
5280198008,回复 : 真的 现在 守望 先锋 白送 了 这 两天 玩 匹配 都 贼 快
4556138636,守望 先锋 狗 都 不 玩
4555941798,带 预言家 刀 了
4554268129,回来 了 这个 世界 不 需要 守望 先锋
4624269843,去 骂 暴雪 动视 啊 去 冲 韩国 人 和 联赛 方 啊 别 跟风 乱刷 自己 好好 想一想 又 不是 游戏 内容 乱搞 是 韩国 队伍 和 赛事 官方 nt 啊
4553129191,回来 了
4552892504,预言家 赶紧 刀 了
4552684054,预言家 刀 了 刀 了
4552549531,"RIP , do not play overwatch"
4550713582,啊 暴雪 自作孽 为什么 带上 我 的 老婆
4550686017,带 预言家 RIP
4550195751,翻到 了 这个 视频 我 先来 rnm 暴雪 退钱
4550049030,大 预言家
4548970481,是 的 不要 玩
4548828172,怀念 啊
4548692219,这样 这个 视频 火 一遍
4548485003,这 两年 咋 这么 多事 呢 ......
4547627503,究极 预言家 rip
4547542854,真的 再也 回不去 那个 夏天 了
4546294635,"大 预言家 呀 xd , 守望 先锋 给爷 死 暴雪 给爷 爬"
4545766613,RIP
4544847292,真 预言家
4544816489,16 年 预购 ow21 年 删除 ow 尽力 了 RIP
4550049071,你 多 玩 一会 他们 服务器 就 多动 一会 你 都 付过 钱 了 你 退游 你 就 便宜 他们 了
4544262666,笑 辣
4544245274,没人 玩 了 这个 主播 也 不 在 了
4543802239,太 奇妙 了 2021 被 推到 这个 视频 这个 世界 不 需要 守望 先锋
4543650879,预言家 刀 了
4543425371,你 的 愿望 成真 了 很快 就 没人 玩 守望 先锋 了 大 预言家
4543141329,玩 尼玛 守望 先锋
4543055063,预言家
4542947014,守望 先锋 狗 都 不 玩
4542911197,预言家
4542791259,21 年 棒子 rh 时期 前来 考古
4542415269,还好 我 重来 没有 玩过 守望 先锋 守望 先锋 给爷 爬
4542299438,不 需要 守望 先锋
4542297663,芜湖 一路 走 好
4541851082,最早 的 预言
4541301189,这个 世界 不 需要 守望 先锋
4541150736,真刀 了 预言家 致敬
4540982822,2021 年 5 月 9 日 了 大家 都 别 玩 暴雪 游戏 了
4540512450,这个 世界 不 需要 守望 先锋
4540360176,这个 世界 不 需要 守望 先锋
4540297852,刀 了
4540278817,这个 世界 不 需要 守望 先锋
4540015754,带 预言家 一路 走 好 我 应该 相信 你
4539991842,不 要 玩 守 望 先 锋
4539764506,在 ins 的 守望 先锋 没有 看到 中文 为什么 为什么 为什么
4540526791,ins 会大 数据 往下压 中文 评论 还会 给 你 推 各种 负面新闻 关于 国内 的 我 都 是 去 看 女 菩萨
4539759286,大 预言家
4539744958,这个 世界 现在 已经 不 需要 守望 先锋 了 2021.5 . 9
4539528552,紧 跟 时 事
4543307516,用词不当 这 都 2016 年 的 玩意 了
4543400379,回复 : 看过 最近 的 消息 么
4539515542,这个 世界 不 需要 守望 先锋
4539359518,五年 前 的 预言
4539230416,这个 世界 不 需要 守望 先锋
4539167299,这个 世界 不 需要 守望 先锋
4539031305,带 预言家 希望 预言 更 多
4538834732,我 知道 你 点开 按 时间 顺序 是 要 看 什么
4539371979,把 摄像头 拆掉 听见 没
4538816561,我 是从 2021 年 来 的 守望 先锋 要凉 了
4538805368,在 为什么 点 按 时间
4538802376,因为 想 看 大伙 骂 守望 先锋
4538830819,因为 现在 守望 先锋 狗 都 不 玩
4538628598,千万 不要 玩 守望 先锋 因为 这个 世界杯 不 需要 守望 先锋
4538626038,别玩 千万别 玩 暴雪 垃圾 老兄 R . I . P
4538428562,大 预言家
4538421226,真实 预言家 这个 世界 不 需要 暴雪
4538259871,我 猜 你 会点 开 按 时间
4538275236,给爷 整笑 了
4539101856,所以 我 想要 你 头像 原图
4538224937,不问 过程 不问 结果 RH 抵制 就 对 了
4538186029,都 不 在 了
4538096230,这个 世界 真的 不 需要 守望 先锋 了
4538006848,大 预言家
4537899463,提前 预言
4537782507,谢谢 已经 转瓦 了
4537747489,大 预言家
4537741282,来自 2021 的 穿梭 者 一语 成 谶
4537577293,预言家 兄弟
4537550868,2021 年 考古 Do not play overwatch
4537489519,这个 世界 不 需要 守望 先锋
4537440922,CBOB 事件 考古 小哥 你 说得对
4537390661,预言家
4537354151,2021 年 5 月 守望 先锋 死 了
4537198065,这个 世界 不 需要 守望 先锋
4537104069,这个 世界 不 需要 守望 先锋
4536733404,老片新看
4536692907,这个 世界 不 需要 守望 先锋
4536687097,杰夫 离职 守望 先锋 被 自己 玩死 了
4536579720,草带 预言家
4536060412,哎 因为 这个 视频 入坑 的 守望
4536026851,预言家
4535912683,预测 未来
4535600410,这个 世界 不 需要 守望 先锋
4535425551,带 预言家 回来 刀 了
4534880783,有缘 再见 守望 先锋 动视 你 还 我 以前 的 暴雪 我 现在 真的 很 想 哭 啊
4534759906,只能 说 动视 你 nb 如果 是 rh 宁愿 放弃 我 玩 了 快 五年 的 ow
4533660486,确实 不玩
4533211193,这个 世界 不 需要 守望 先锋
4532913589,现在 是 实至名归 了
4532638191,不要 只 满足 于 事物 的 表象 要 敢于 探寻 未知 的 可能 . GGOverwatch
4532476418,这个 世界 不 需要 守望 先锋
4532456280,五年 属实 是 带 预言家 了
4532226962,没关系 朋友 守望 先锋 对 你 露出 最好 的 一面 欢迎 回来 你 的 故乡 还有 从前 的 守望 先锋
4531918997,确实
4531711242,他 说得对 这个 世界 不 需要 守望 先锋
4531682096,守望 先锋 狗 都 不 玩
4531222931,这个 世界 不 需要 守望 先锋
4531154410,AV972916622
4530879364,这个 世界 真的 不 需要 守望 先锋 了
4530869046,这个 世界 不 需要 守望 先锋
4530799493,这个 世界 不 需要 守望 先锋
4530760460,这个 世界 不再 需要 守望 先锋
4530727016,R . I . P . again
4530353471,确实 已经 不 需要 守望 先锋 了
4530299045,别玩 ow 暴雪 已经 用 行动 告诉 我们 这个 世界 不 需要 守望 先锋 了
4530041194,今天 舍友 提到 了 ow 我 又 想起 了 你
4480369334,R . I . P
4466643347,英雄 不朽
4445629815,今天 姐夫 从 暴雪 离职 了 守望 先锋 真的 要死 了
4445250654,今天 姐夫 离开 了 暴雪 我们 守望 先锋 好像 真的 完蛋 了
4414024881,考古
4400751839,21 年 了
4373984301,第二遍 笑 不 出来 了
4361426306,当面 刚玩 的 时候 太 快乐 了
4352421094,很 早就 听过 这个 23333 但是 今年 才 开始 玩好 喜欢 自定义
4350121637,当时 还 在 上 高中 198 买 的 很多 人 玩 现在 免费 了 也 凉 了
4344192734,时隔 五年 五年 再 回来 突然 发现自己 的 第一条 收藏 就是 这个 看 下来 唏嘘 不已 这 五年 经历 了 很多 从刚 结束 高考 的 孩子 变成 了 一只 工作 经验 快 一年 的 留学 狗 当时 的 守望 先锋 真的 很 好玩 用 最 痴迷 的 源氏 玩上 了 宗师 但是 为什么 突然 就 没 坚持下去 呢 是 我 变忙 了 还是 变 厌倦 了 呢 只能 说 一句 物是人非
4357633913,国外 人 不 爱玩 这个
4330174612,时代 的 眼泪
4321777304,RIP
4298672650,还 能 翻到 远古 视频
4293197640,麻 了 怀念 过去 的 自己
4252219014,rip
4243682811,16 年 的 那个 夏天 和 我 的 青春 一去不复返了
4229903929,正在 了解 历史
4229287438,加油 守望 人
4229102194,每当 我 坚持 不 下去 了 都 会 来 看看 这个 视频
4227165333,回来 考古 坚持 了 五年 一如既往
4182721614,再也 回 不到 2016 的 夏天 了
4189010399,那年 我 刚入 站
4229108550,回复 : 我 也 是
4182281704,当时 守望 先锋 新出 的 时候 确实 上头 因为 太 新颖 了 宣传 的 也好 后来 就 完 了
4176910370,泪目 回来 补个 收藏
4168680378,16 年 的 夏天 高中毕业 还 没 接触 ow 大 一下 学期开始 玩 现在 玩 的 人 也 不 多 了 但是 还 能 遇到 玩到 一 起来 的 玩家 我 永远 爱 守望 幸福
4167715986,曹 末日 铁拳 来 吐 槽 了
4160666620,预言 成真 了
4156669904,青回 ow2
4112341872,我 现在 才 有 机会 玩 到 守望 大家 都 说 现在 风气 很差 但 其实 我 玩 得 还 挺 愉快 的 不少 队友 会 相互 问好 发 感谢 除夕 那晚 大家 在 公聊里 共祝 新年 ... 这 就是 萌新 的 快乐 吧 刚刚 玩完 来 这 看看 大 兄弟 晚安
4167415043,走 路边 跳边 说 你好 很 是 亲切 年三十 那天 打 快速 模式 还有 几分钟 十二点 然后 有 队友 提议 咱别 打 了 12 个人 站 一块 截个 屏 很 是 可爱
4268787462,这 就是 团队 游戏 的 魅力 阿
4055148651,以前 不 开心 看 这个 会笑 但是 现在 不敢 点开 了 ...
4046025910,考古
4014222750,回不去 了
3981884104,手机 在 震动 咋 回事
3977562803,愿 逝者 安息
3955237580,英雄 不朽
3951330274,疫情 二次 反弹 时代 考古 各位 要 保重 身体
3947271806,ow2 出来 了 可惜 你 不 在 了
4242645114,出个 毛
3941776189,再 来看 一遍
3939280120,唉 有点 难受
3938229836,我们 已经 回 不到 四年 前 的 那个 夏天 了
3937501580,好友 列表 全灰 了 偶尔 还 能 看见 极个别 的 上线 上来 也 是 玩 自定义 或者 PVE 活动 唉 没 PVE 活动 他们 真的 很少 上 PVP 其实 做 的 很 好 了 奈何 玩家 素质 不行 五分之一 菜鸡 闭麦 不 交流 五分之一 锁 的 你 头烂 五分之一 嘴 臭 的 不行 输 了 就 乱 甩 锅 五分之一 信仰 英雄 对面 猩猩 毛妹 法鸡锤妹 和尚 铁拳 他拿个 源氏 就是 不换 你 换个 麦克雷 黑影 小美 艾什 回声 哪个 都 比 源氏 强 拔刀 冲人堆 进去 大 概率 被控 到 死 五分之一 演员 故意 掉 分 报复 社会 或者 是 对面 的 卧底 尤其 是 下午 7 点到 晚上 10 点锁神 遍地 都 是 快速 街机 甚至 玩 个人 机 匹配 也 有 真是 服 了
3935176419,记得 这个 视频 还是 我入 坑 ow 时候 看 的
3933421909,太快 了 第一次 看 还是 初中 时 我 同学 给 我 看 的 转眼 四年 了
3978073001,可惜 他 和 宏宇 应该 想不到 吧 那个游戏 如今 变成 了 这样
3932440681,有 未成年 限制 的 我 表示 不要 碰 守望 先锋
3930620922,我 永远 爱 守望 先锋
3914377291,OW 出 了 四年 半 了
3908698765,顺着 自己 的 收藏夹 看 了 很多 以前 的 ow 视频 搞笑 的 mmd 主播 的确 回不去 了 看见 有些 账号 都 销号 了 我 也 不 知道 为什么 自己 还 在 玩 可能 真的 会玩到 匹配 不到 人 的 那天
3904118703,已经 回不去 了 时间 过得 太快 太快 了
3893283760,不知不觉 都 已经 4 年 了 啊 时间 过得 真快
3893265146,rip
3880949351,我们 已经 回 不到 四年 前 的 那个 夏天 了
3870897526,一路 走 好
3870425779,英雄 不朽
3864875099,原来 守望 先锋 已经 出 了 这么 多年 了 时间 过 的 真快 啊
3861663690,20 年 翻到 了 谢谢 这个 主播 让 我 认识 了 守望 先锋 RIP
3835238095,R . I . P
3820671913,rip
3817957421,考古
3803103765,英雄 不朽
3789912287,如今 的 守望 已经 是 风烛残年
3788986154,我 回来 了 当初 就 因为 这个 视频 入坑 的 ow 一路 走 好
3754613209,英雄 不朽
3706315015,唉 一路 走 好
3693157451,晚安 .
3688086274,唉 现在 守望 做 的 真的 碰 不了 了 平衡 做 的 好像 shi 一样 原来 一 寝室 五个 人 开黑 打屁股 现在 碰 都 不 碰 了 最 离谱 的 是 现在 英雄 普遍 削弱 游戏 难度 整体 变高 本来 国服 就 没 几个 玩得 好 的 还 增加 游戏 难度 吐 了
3758263556,外服 普遍 纠结 于 英雄 平衡 新 英雄 技能 owl 的 时候 我们 国服 已经 超越 了 他们 几十个 版本 突破 了 界限 拯救 了 平衡 导致 的 无力解决 了 技术 不佳 能力 不足 导致 的 掉 分 填补 了 英雄 克制 造成 的 失败 组成 了 奥斯卡 之夜 与 决战 紫荆 之巅 锁子哥 永远 滴神
3776683604,回复 : 国服 和 外服 的 相关 英雄 改动 不 一样 吗
4046893476,回复 : 他 的 意思 是 国内 的 自 瞄 拯救 了 英雄 的 弱化
4065026624,现在 的 守望 什么 都 好 就是 不好玩
3676944794,感觉 这位 主播 的 死 就 两种 可能 1 真正 意义 上 的 抑郁症 或者 被害 妄想症 这个 是 有 可能 的 2 邪教 懂 的 都 懂
3634566281,16 年别 玩 是 中毒 现在 别玩 是 真的 R . I . P
3611337697,我们 再也 回不去 四年 前 的 夏天 了
3599537709,太靠 后 了 当年 没 看到 我 现在 莫名 秒 一天 过去 了 只 因为 文明 6
3597263742,鬼 知道 我 在 今天 刷到 这个 视频 是 什么 感受
3591289444,我 相信 一般 人会 比较 希望 别人 记住 自己 活着 的 样子 而 不是 死 掉 的 样子 节制 一点
3588695805,哎 怀念 回来 看看
3585319188,RIP
3584462706,说 的 真 好 真 感人 差点 就 不想 买 了
3572519253,我用 14 年 的 Dell 工作站 玩 屁股 卡 的 一批 但是 还是 爱玩 很菜
3603660100,m6800 吗 建议 可以 上 970m
3615706120,回复 : 4700
3554660720,R . I . P
3518911999,再见 一路 走 好
3514456374,莫名 听 的 好 感动
3507358152,前 几天 看 那个 视频 的 时候 刷到 这个 小哥 看到 都 是 RIP 有人 讲解 一下 怎么回事 嘛
3507362801,他 死 了
3507370635,回复 : 我 知道 是 死 了 但是 为什么 说 不要 玩 守望 先锋 什么 的
3507369831,回复 : 你 能 看 他 怎麼 說
3515199317,回复 : 一玩 就是 几小时 跟 吸毒 一样
3515630560,这 哥们 因为 压力 太 大 自杀 了
3471331238,人 走 了 游戏 也 凉 了
3457760282,do not play Overwatch
3456534650,内个 内个
3438609104,Etika 去世 也 有 一年 了
3441043371,收藏夹 回忆
3425456592,RIP
3378808138,R . I . P
3366294374,我 的 手机 为什么 感觉 在 震动
3365955503,游戏 还是 早玩早 享受 啊 刚玩 的 时候 真 开心 啊 玩半藏 只能 用散 杀人 麦克雷 无脑 六 连 在 尼泊尔 村庄 练 一个 上午 的 超级 跳 路霸 的 跟踪 勾 大锤 的 2000 盾 砸 炮台 升级 阿三放 传送门 有 次数 限制 抽烟 流 天使 那 时候 疯狂 痴迷 过 了 一段时间 变成 了 极度 厌恶 几个 赛季 没 玩 现在 心态 放平 打 打死 斗 玩玩 自定义 又 让 我 想起 了 这个 鬼畜
3435826997,现在 看来 他 是 对 的
3598764249,建议 暴雪 几年 后 出个 怀旧 服再 捞 一波 钱
3861388949,麦爹 闪光弹 加六 连天 国 的 散 天使 的 大
3348564078,rip
3347952804,当年 守望 相关 能 上 日 榜 第一 现在
3337159757,R . I . P 再也 回 不到 守望 先锋 发售 的 那个 夏天 了
3336518887,rip
3326529199,才 知道 R . I . P 在 上面 要 快乐 啊
3309147872,我 记得 原先 的 up 主是 小可 儿
3413066317,这 就是 呀
3432932510,改了 名字
3464021653,回复 : 没 改名 小可 儿 转型 了 把 这些 鬼畜 作品 都 给 这位 up 主了
3464023422,回复 : 噢 噢 我 才 知道
3307527245,手机 会 跟着 这个 视频 震
3298892933,英雄 不朽
3279805678,守望 牛 逼
3278867930,rip
3277975749,屏幕 上 的 ow 桌上 的 维 他 柠檬茶 耳机 里 的 giligili 爱 梦回 2016
3272111892,来 考古
3257450008,RIP 守望 和 这位
3253689802,我 看到 这个 视频 满屏 RIP 我 还 以为 这个 人 被 骂 了
3237166952,唉 守望 已经 四年 了 看着 她 从 纯洁 变成 现在 这样 比较 难受 当年 的 伙伴 也 就 几个 还 在 坚持 玩 守望 一 开始 的 激情 已经 消磨 的 差不多 了 是 游戏 变 了 还是 自己 变 了 亦 或是 都 变 了 R . I . P
3245632768,别玩 排位 就 好 了 玩死 斗 就 挺 香 的
3200739774,安息
3198427992,rip 走 好 黑人 小哥
3188138785,一晃 这么 多年 过去 了 啊 当年 的 和 我 一起 首发 守望 的 挚友 现在 还 在 坐牢 哎
3245640078,啊 这
3306323129,啊 这
3179423247,梦回 2016 的 那个 夏天
3169962723,在 我 刚 接触 ow 的 时候 就 看到 了 这个 视频 尽管 我 很 菜 但 还是 对 这个 游戏 喜欢 的 无以复加 时至今日 我 对 这个 游戏 却 再也 没有 当初 的 感觉 了 或许 这 就是 游戏 的 宿命 吧
3169637116,好 兄弟 们 加个 群 一起 玩 呗 809732055 一个 人玩太 孤独 了
3154807612,2020 年 又 重新 看 了 遍 眼泪 流 出来 真是 早买 早 享受 了
3153813842,考古
3152181330,r . I . p .
3142613469,这个 视频 不是 小可 儿 做 的 吗 怎么 up 改了
3174428520,可儿 把 视频 删 了 ...
3139914884,考古
3138645269,R I P
3126915566,安息
3087946423,2020 年 端午节 快乐 我 祝您 端午节 快乐 一路 走 好
3080406990,害 当年 刚入 守望 我 跟 我 朋友 看 的 视频 怎么 就 这么 走 了 R . I . P
3073602422,献出 心脏 他 好像 还 喜欢 巨人 r . i . p
3057338791,R . I . P
3055662781,曾经 被 这 视频 困了 一整天 没想到 ...
3054395736,都 这么久 了 吗
3048813655,老哥 不是 死 了 是 去 任天堂 了 R . I . P
3043953146,那年 夏天
3036127133,暴雪 : ok 那 我 让 Overwatch play you 出来 吧 巴蒂斯特
3030211289,我 永远 爱 守望 先锋
3024975984,已经 没有 东西 能 伤害 到 我 了 你 再也 回 不到 4 年前 的 夏天 . JPG
3022662922,R . I . P
3014707623,四年 前 给 这 视频 投了币 直到现在 才 开始 玩 ow
3013582973,守望 已经 四年 了 兄弟 们
3010841899,动森 异度 之刃 1 还有 未来 的 纸马 你 都 没玩到 R . I . P
3007355890,一路 走 好
3006738364,愿 你 的 灵魂 找到 归宿
3001745161,R . I . P
2996211971,他 错过 了 动物 之森
2989287764,rip
2989049572,逝者 安息
2985452837,愿 逝者 安息
2966144483,2020 年 守望 先锋 可以 说 是 基本上 等于 免费 了 R . I . P
2965936323,考古
2958912441,回来 看一看 怎么 就 rip 了
2960716425,这个 鬼畜 视频 里 的 小哥 去年 暑假 走 了 因为 压力 太大 没 想开
2957069575,距离 当初 第一次 看到 这个 视频 好像 并 没有 过 多久
2952655315,ow 已经 不是 当年 的 守望 屁股 了 小哥 也 已经 不 在 快 一年 了
2948666149,ow 四年 了 唉 真快 啊
2940387095,四年 了 英雄 不朽
2933652972,转眼 就 4 年 了 呀
2930258484,安息
2923657207,考古 上 香
2918684747,哈哈哈 哈哈
2892636585,小可 儿 ~
2875233373,RIP
2870428053,安息
2868435015,WC 这 视频 发布 的 日期 三年 后 正好 是 ETIKA DIED 的 时间 哎
2867110337,考古 rip
2863772933,唉 回不去 了
2858025857,唉 那个 夏天 已经 回不去 了 啊
2847391334,16 年 的 夏天 回不去 啦 . 只能 说 再见 了
2840076926,R . I . P
2839926636,R . I . P
2825132886,ow 巅峰
2800915095,rip
2797790453,我 爱 守望
2792005880,R . I . P 还有 多少 人 记得 当年 的 屁股 有毒 现在 为什么 变成 这样 了 呢 一堆 锁 和 喷子 动不动 就 甩 锅 明明 现在 技术 比 原来 好 那么 多 了 却 为什么 没有 当时 那么 开心 了 呢
3003463330,回复 : 可以 说 命中 要害
2791370492,忘不了 你 的 ut
2785939187,R . I . P
2776674644,最后 的 前往 漓江 塔 是因为 宏宇 的 彩蛋 还是 只是 因为 是 中国
2808539476,应该 都 有
2774438794,RIP
2767547910,前来 考古
2767068523,Etiya
2762567858,怀念
2760365054,RIP 刚想点 开 这个 视频 想 回顾 一下 谁 知道 满屏 的 RIP 我 就 感觉 有点 不 对 看 了 评论 才 知道 斯人 已去 希望 在 天堂 会 快乐 !
2943843984,被 逼 到 自杀 的 资本主义 特色 ...
2996221791,回复 : 和 制度 没关系 单纯 的 网暴 我国 也 不少
2756414581,好 伤心
2752615032,今天 醒来 的 时候 发现 不管 是 痛苦 的 还是 美好 的 都 过 了 ... 这 就是 时间 吧
2749295857,守望 先锋 为了 纪念 他 设计 了 巴蒂斯特 大雾
2808550467,太有 可能 了 越 看 越 像
2822317128,细思极 恐
2745158768,R . I . P
2738274937,再也 回 不到 4 年前 的 夏天 了 呜呜 呜 爷青结 ( _ )
2798572741,看 清洁工 了
2799462006,回复 : 是 der 就是 青结工 . jpg
2731897027,物是人非 啊 R . I . P
2708623371,說 的 在 理
2706673517,我 从 2020 年 回来 了 守望 变味 了 好 想 回到 2016 年 那个 夏天
2702773240,某种意义 上 这个 视频 里面 的 东西 基本上 都 凉 了
2699570358,R . I . P
2699392047,R . I . P
2691033717,墙裂 建议 自定义 模式 加入 特别 行动 的 黑 爪 士兵
2687255571,越 听 越 带感
2673870037,rip
2663449044,又 一次 收到 温斯顿 的 邀请 这次 你 还 来 吗
2687255916,你 给 我 出 198 吗 来来来 就 知道 来来来
2687292508,回复 : 没事 早晚 有 一天 会 变成 团购 38
2707448067,不 来 爬
2659158614,R . I . P 愿 天堂 有 你 喜欢 的 那个 守望 先锋
2655659887,多少 人 是因为 这个 视频 入坑 的 ow
2653117836,R . I . P
2650614469,rip
2648299557,R . I . P
2645069499,考古
2644830763,表面 上 逗 你 开心 的 人 其实 一点 也 不 开心
2650289842,小丑 在 哭 可 观众 却 以为 他 还 在 搞笑 ......
2638230761,rip
2634428259,唉 屁股 2 就要 出 了 但 我们 不能 再 一起 玩 同一个 游戏 了 ( ` )
2627387934,有点 想 哭 好 可爱 的 小哥 怎么 就 R . I . P
2627099529,R . I . P
2621110659,看 了 这个 之后 入 了 ow 现在 人 也 走 了 ow 也 早已 不是 以前 的 ow 外挂 横行
2616443082,R . I . P
2612334060,RIP
2609898368,R . I . P
2606474889,另 一个 世界 再会
2606355396,R . I . P ...
2605073763,今天 才 知道 这个 消息 RIP
2601996243,你 之前 那么 期待 的 动森 大家 都 开始 玩上 了 可是 你 却 不 在 了
2598843563,只有 B 站 老 用户 才 知道 的 宝藏
2616778814,是 啊 当时 还 拿到 班里 跟 同学 一起 看 呢
2620106127,回复 : 我 12 年 初中 那会 班上 的 电子白板 就是 用来 放 鬼畜 的 知道 嘛 和 一群 都 喜欢 鬼畜 的 同学 待 在 有 起 是 有 多 开心
2631622078,哈哈 老 用户 加 守望 先锋
2632453860,回复 : 姐妹
2632625905,回复 : 惹
